,name,platform,original_price(€),discounted_price(€),discount(%),release_date,users_rating,category,extraction_date
243,Monster Hunter: World (Europe),Steam,60,33.61,44, 9 agosto 2018,87 /100,GAME,05 abril 2019
244,The Sims 4: Bundle Pack 5,Origin,40,21.10,47,22 junio 2017,94 /100,DLC,05 abril 2019
245,Steep (Europe),Uplay,30,8.90,70, 2 diciembre 2016,91 /100,GAME,05 abril 2019
246,Hitman 2 Silver Edition,Steam,80,17.07,79,13 noviembre 2018,86 /100,GAME,05 abril 2019
247,Office Professional Plus 2016,Software,400,28.98,93,22 septiembre 2017,84 /100,GAME,05 abril 2019
248,Overcooked! 2,Steam,23,12.73,45, 7 agosto 2018,90 /100,GAME,05 abril 2019
249,Devil May Cry 5 Deluxe Edition,Steam,71,45.69,36, 8 marzo 2019,90 /100,GAME,05 abril 2019
250,Forza Horizon 4 Fortune Island (PC / Xbox ONE),Xbox Play Anywhere,20,17.99,10,13 diciembre 2018,? /100,DLC,05 abril 2019
251,Fortnite Scorpion Skin + 1000 V-Bucks PS4 (Europe),Playstation,20,17.99,10,16 octubre 2018,72 /100,GAME,05 abril 2019
252,Los Sims 3 : ¡Vaya Fauna! (Europe),Official Website,40,3.93,90,20 octubre 2011,80 /100,DLC,05 abril 2019
253,My Time At Portia,Steam,30,17.49,42,15 enero 2019,94 /100,GAME,05 abril 2019
254,Fallout 3: GOTY Edition,Steam,20,3.80,81,13 octubre 2009,86 /100,GAME,05 abril 2019
255,Lego Lord of the Rings,Steam,20,1.01,95,27 noviembre 2012,91 /100,GAME,05 abril 2019
256,Hearts of Iron IV: Colonel Edition,Steam,50,14.74,71, 6 junio 2016,90 /100,GAME,05 abril 2019
257,Assetto Corsa Competizione,Steam,45,20.99,53,12 septiembre 2018,74 /100,GAME,05 abril 2019
258,Kingdom Come: Deliverance From the Ashes,Steam,10,3.52,65, 5 julio 2018,75 /100,DLC,05 abril 2019
259,Assassin's Creed: Origins (Europe),Uplay,60,19.90,67,27 octubre 2017,87 /100,GAME,05 abril 2019
260,The Sims 4: Bundle Pack 3,Origin,40,18.06,55, 7 junio 2016,92 /100,DLC,05 abril 2019
261,Assassin's Creed: Syndicate (Europe),Uplay,40,7.98,80,19 noviembre 2015,80 /100,GAME,05 abril 2019
262,Mass Effect Andromeda,Origin,60,7.24,88,23 marzo 2017,81 /100,GAME,05 abril 2019
263,Hitman 2 Gold Edition,Steam,90,24.49,73,13 noviembre 2018,86 /100,GAME,05 abril 2019
264,The Sims 4: Laundry Day Stuff,Origin,10,9.00,10,N/A,75 /100,DLC,05 abril 2019
265,Crash Bandicoot: N. Sane Trilogy (Europe),Steam,40,14.54,64,29 junio 2018,94 /100,GAME,05 abril 2019
266,Total War: Rome II Emperor Edition (Europe),Steam,55,10.23,81, 3 septiembre 2013,90 /100,GAME,05 abril 2019
267,Rise of the Tomb Raider 20th Anniversary,Steam,50,8.98,82,11 octubre 2016,89 /100,GAME,05 abril 2019
268,Tekken 7,Steam,40,15.12,62, 2 junio 2017,87 /100,GAME,05 abril 2019
269,Call of Duty: Infinite Warfare (Europe),Steam,60,4.37,93, 4 noviembre 2016,65 /100,GAME,05 abril 2019
270,Far Cry Primal,Uplay,50,9.52,81, 1 marzo 2016,82 /100,GAME,05 abril 2019
271,Tricky Towers,Steam,15,5.81,61, 2 agosto 2016,95 /100,GAME,05 abril 2019
272,Scribblenauts Unlimited,Steam,20,1.81,91,15 febrero 2013,90 /100,GAME,05 abril 2019
273,Rising Storm 2: Vietnam Deluxe Edition,Steam,4,3.98,/,30 mayo 2017,81 /100,GAME,05 abril 2019
274,Battlefield 3: Premium (juego incluido + all DLC),Origin,49,7.72,84,27 octubre 2011,90 /100,GAME,05 abril 2019
275,Ride 3,Steam,50,23.53,53,30 noviembre 2018,86 /100,GAME,05 abril 2019
276,Batman: Arkham City GOTY,Steam,20,2.17,89,20 octubre 2011,89 /100,GAME,05 abril 2019
277,F1 2015,Steam,35,1.19,97,10 julio 2015,74 /100,GAME,05 abril 2019
278,Los Sims 3: Movida en la facultad,Official Website,40,4.13,90, 7 marzo 2013,84 /100,DLC,05 abril 2019
279,Wreckfest,Steam,45,20.59,54,14 junio 2018,88 /100,GAME,05 abril 2019
280,No Man's Sky,Steam,55,31.80,42,12 agosto 2016,71 /100,GAME,05 abril 2019
281,Bioshock: The Collection (Europe),Steam,60,9.99,83,13 septiembre 2016,98 /100,GAME,05 abril 2019
282,The Hunter: Call of the Wild 2019 Edition (Europe),Steam,40,19.98,50,16 octubre 2018,86 /100,GAME,05 abril 2019
283,Tom Clancy's Rainbow Six Siege Xbox ONE,Xbox,40,19.99,50, 1 diciembre 2015,86 /100,GAME,05 abril 2019
284,Red Dead Redemption 2 Xbox ONE,Xbox,70,42.99,39,26 octubre 2018,93 /100,GAME,05 abril 2019
285,Just Cause 3,Steam,20,3.29,84, 1 diciembre 2015,79 /100,GAME,05 abril 2019
286,Call of Duty: Ghosts (Europe),Steam,60,4.19,93,25 marzo 2014,71 /100,GAME,05 abril 2019
287,Far Cry 4 (Europe),Uplay,30,9.02,70,18 noviembre 2014,84 /100,GAME,05 abril 2019
288,The Sims 4: Vampiros,Origin,20,14.69,26,24 enero 2017,90 /100,DLC,05 abril 2019
289,Final Fantasy X-X2 HD Remastered,Steam,25,8.79,65,12 mayo 2016,91 /100,GAME,05 abril 2019
290,Grand Theft Auto IV: Complete Edition (Europe),Steam,30,7.49,75,27 octubre 2010,76 /100,GAME,05 abril 2019
291,NBA 2K19 Xbox ONE,Xbox,60,21.99,63,11 septiembre 2018,70 /100,GAME,05 abril 2019
292,Total War: Shogun 2 Collection,Steam,45,6.66,85,2012,84 /100,GAME,05 abril 2019
293,Rising Storm 2: Vietnam,Steam,23,3.37,85,30 mayo 2017,81 /100,GAME,05 abril 2019
294,XCOM 2 (Europe),Steam,50,8.79,82, 4 febrero 2016,89 /100,GAME,05 abril 2019
295,Assassin's Creed: Unity,Uplay,30,9.45,68,13 noviembre 2014,79 /100,GAME,05 abril 2019
296,NBA 2K19: 450.000 VC Xbox ONE,Xbox,100,64.99,35,11 septiembre 2018,? /100,DLC,05 abril 2019
297,Arma 3: Helicopters,Steam,10,1.11,89, 4 noviembre 2014,100 /100,DLC,05 abril 2019
298,The Elder Scrolls IV: Oblivion GOTY,Steam,15,3.45,77,11 septiembre 2007,90 /100,GAME,05 abril 2019
299,Kerbal Space Program: Making History Expansion,Steam,15,5.57,63,13 marzo 2018,100 /100,DLC,05 abril 2019
300,The Walking Dead,Steam,15,2.65,82,24 abril 2012,90 /100,GAME,05 abril 2019
301,Metro: Exodus Xbox ONE,Xbox,70,46.99,33,15 febrero 2019,80 /100,GAME,05 abril 2019
302,Ori and the Blind Forest Definitive Edition,Steam,20,6.90,65,10 junio 2016,92 /100,GAME,05 abril 2019
303,The Sims 4: Bundle Pack 4,Origin,40,17.95,55,17 febrero 2017,92 /100,DLC,05 abril 2019
304,Sniper Elite III: Afrika,Steam,28,3.97,86,27 junio 2014,84 /100,GAME,05 abril 2019
305,Cities: Skylines - Industries,Steam,15,10.19,32,23 octubre 2018,91 /100,DLC,05 abril 2019
306,Mortal Kombat 11,Steam,60,43.59,27,23 abril 2019,? /100,GAME,05 abril 2019
307,Zoo Tycoon: Ultimate Animal Collection,Steam,17,10.40,38,14 septiembre 2018,63 /100,GAME,05 abril 2019
308,Destiny 2: Los Renegados Legendary Collection (Europe),Battle.net,60,40.46,33, 4 septiembre 2018,75 /100,GAME,05 abril 2019
309,Diablo III (Europe),Battle.net,20,9.41,53,15 mayo 2012,89 /100,GAME,05 abril 2019
310,Life is Strange: Complete Season (Europe),Steam,20,3.86,81,29 enero 2015,95 /100,GAME,05 abril 2019
311,Outlast Whistleblower,Steam,7,1.01,86, 6 mayo 2014,100 /100,DLC,05 abril 2019
312,One Piece World Seeker,Steam,50,34.98,30,15 marzo 2019,63 /100,GAME,05 abril 2019
313,Pathfinder: Kingmaker Explorer Edition (Europe),Steam,40,18.99,53,25 septiembre 2018,80 /100,GAME,05 abril 2019
314,Tarjeta regalo 10€,Official Website,,10.00,/,N/A,99 /100,GAME,05 abril 2019
315,Sniper Elite 4,Steam,60,14.32,76,14 febrero 2017,84 /100,GAME,05 abril 2019
316,Final Fantasy XIII Double Pack Edition,Steam,29,6.79,77,13 febrero 2015,81 /100,GAME,05 abril 2019
317,Mortal Kombat X Premium Edition,Steam,25,6.11,75,14 abril 2015,85 /100,GAME,05 abril 2019
318,American Truck Simulator Gold Edition,Steam,30,6.84,77, 9 noviembre 2017,89 /100,GAME,05 abril 2019
319,Overcooked,Steam,16,3.58,78, 3 agosto 2016,87 /100,GAME,05 abril 2019
320,The Sims 4: Bundle Pack 1,Origin,30,20.32,32,31 julio 2015,88 /100,DLC,05 abril 2019
321,The Witcher 2: Assassins of Kings Enhanced Edition,GOG.com,20,1.81,91,17 mayo 2011,73 /100,GAME,05 abril 2019
322,DiRT Rally,Steam,35,4.74,86, 7 diciembre 2015,88 /100,GAME,05 abril 2019
323,Arma 3: Apex,Steam,30,18.14,40,11 julio 2016,91 /100,DLC,05 abril 2019
324,Los Sims 3: Aventura en la Isla,Official Website,41,4.23,90,27 junio 2013,70 /100,DLC,05 abril 2019
325,Stellaris: Utopia,Steam,20,7.13,64, 6 abril 2017,94 /100,DLC,05 abril 2019
326,Fallout 4,Steam,30,7.51,75,10 noviembre 2015,88 /100,GAME,05 abril 2019
327,Hollow Knight,Steam,15,9.74,35,24 febrero 2017,96 /100,GAME,05 abril 2019
328,Spore,Origin,15,3.77,75,19 diciembre 2008,77 /100,GAME,05 abril 2019
329,Total War: Warhammer II - Rise Of The Tomb King (Europe),Steam,17,13.28,24,23 enero 2018,? /100,DLC,05 abril 2019
330,Rage 2 (Europe),Official Website,55,36.89,33,14 mayo 2019,? /100,GAME,05 abril 2019
331,Mafia III (Europe),Steam,40,6.99,83, 7 octubre 2016,65 /100,GAME,05 abril 2019
332,Hearts of Iron IV: Waking the Tiger,Steam,20,8.05,60, 8 marzo 2018,97 /100,DLC,05 abril 2019
333,Surviving Mars,Steam,30,8.50,72,15 marzo 2018,69 /100,GAME,05 abril 2019
334,Star Wars The Force Unleashed: Ultimate Sith Edition,Steam,17,2.80,83, 3 noviembre 2009,86 /100,GAME,05 abril 2019
335,Grand Theft Auto Online: Megalodon Shark Cash Card Xbox ONE,Xbox,75,49.90,33,14 abril 2015,82 /100,DLC,05 abril 2019
336,Stellaris: Synthetic Dawn,Steam,10,4.21,58,21 septiembre 2017,94 /100,DLC,05 abril 2019
337,Superhot,Steam,23,3.46,85,25 febrero 2016,83 /100,GAME,05 abril 2019
338,Tourist Bus Simulator,Steam,30,19.98,33, 6 diciembre 2018,63 /100,GAME,05 abril 2019
339,Payday 2 Ultimate Edition,Steam,,13.99,/, 8 junio 2017,88 /100,GAME,05 abril 2019
340,Naruto Shippuden: Ultimate Ninja Storm 4,Steam,30,11.99,60, 5 febrero 2016,82 /100,GAME,05 abril 2019
341,Tower Unite,Steam,14,4.01,71, 8 abril 2016,? /100,GAME,05 abril 2019
342,LEGO Harry Potter: Years 1-4,Steam,20,1.99,90,29 junio 2010,83 /100,GAME,05 abril 2019
343,State of Decay 2 (PC / Xbox One),Xbox Play Anywhere,30,25.99,13,22 mayo 2018,66 /100,GAME,05 abril 2019
344,The Elder Scrolls Online Elsweyr - Collector’s Edition Upgrade,Official Website,50,35.50,29, 4 junio 2019,? /100,DLC,05 abril 2019
345,Wizard Of Legend,Steam,16,4.24,73,15 mayo 2018,80 /100,GAME,05 abril 2019
346,Stellaris: Apocalypse,Steam,20,8.31,58,22 febrero 2018,58 /100,DLC,05 abril 2019
347,The Elder Scrolls III: Morrowind GOTY,Steam,15,3.14,79,29 abril 2002,82 /100,GAME,05 abril 2019
348,Los Sims 3: Al caer la noche,Official Website,34,3.93,88,28 octubre 2010,85 /100,DLC,05 abril 2019
349,Goat Simulator,Steam,8,1.36,83, 1 abril 2014,81 /100,GAME,05 abril 2019
350,Grand Theft Auto Online: Great White Shark Cash Card Xbox ONE,Xbox,15,11.99,20,14 abril 2015,90 /100,DLC,05 abril 2019
351,The Elder Scrolls IV: Oblivion GOTY Deluxe Edition,Steam,20,5.99,70,16 junio 2009,90 /100,GAME,05 abril 2019
352,Europa Universalis IV (Europe),Steam,40,6.45,84,13 agosto 2013,85 /100,GAME,05 abril 2019
353,Kenshi,Steam,27,18.59,31, 6 diciembre 2018,80 /100,GAME,05 abril 2019
354,FIFA 19: 2200 FUT Points Xbox ONE,Xbox,20,17.99,10,28 septiembre 2018,62 /100,DLC,05 abril 2019
355,The Elder Scrolls Online: Morrowind,Official Website,20,8.15,59, 6 junio 2017,88 /100,DLC,05 abril 2019
356,Dragon Ball Xenoverse 2 Super Pass,Steam,25,11.90,52,27 octubre 2016,79 /100,DLC,05 abril 2019
357,Fallout: New Vegas Ultimate Edition (Europe),Steam,20,5.33,73, 9 febrero 2012,92 /100,GAME,05 abril 2019
358,Los Sims 3: ¡Menuda Familia! (Europe),Official Website,40,3.29,92, 3 junio 2011,89 /100,DLC,05 abril 2019
359,Civilization VI Gold Edition (Europe),Steam,100,31.79,68,21 octubre 2016,86 /100,GAME,05 abril 2019
360,The Elder Scrolls Online: Tamriel Unlimited,Official Website,20,12.98,35, 4 abril 2014,79 /100,GAME,05 abril 2019
361,Darksiders 3,Steam,60,25.70,57,27 noviembre 2018,79 /100,GAME,05 abril 2019
362,Absolver,Steam,30,3.99,87,29 agosto 2017,76 /100,GAME,05 abril 2019
363,Dead Island Definitive Edition,Steam,20,8.46,58,31 mayo 2016,82 /100,GAME,05 abril 2019
364,Total War: Warhammer II - The Queen and The Crone (Europe),Steam,7,5.17,31,31 mayo 2018,? /100,DLC,05 abril 2019
365,Super Mario Party Switch (Europe),Nintendo,60,47.99,20, 5 octubre 2018,93 /100,GAME,05 abril 2019
366,Cities: Skylines - Parklife,Steam,15,7.33,51,24 mayo 2018,50 /100,DLC,05 abril 2019
367,Cuphead,Steam,20,13.33,33,29 septiembre 2017,92 /100,GAME,05 abril 2019
368,Cities: Skylines - Natural Disasters,Steam,15,4.85,68,29 noviembre 2016,90 /100,DLC,05 abril 2019
369,RollerCoaster Tycoon 3: Platinum,Steam,20,4.78,76,26 octubre 2006,96 /100,GAME,05 abril 2019
370,Gift Card 20€,Official Website,,20.00,/,N/A,99 /100,GAME,05 abril 2019
371,Los Sims 4: Aventura en la Selva,Origin,20,13.87,31,27 febrero 2018,90 /100,DLC,05 abril 2019
372,Stellaris: Distant Stars Story Pack,Steam,10,4.91,51,22 mayo 2018,? /100,DLC,05 abril 2019
373,Grim Dawn,Steam,25,14.32,43,25 febrero 2016,92 /100,GAME,05 abril 2019
374,Borderlands: The Handsome Collection,Steam,31,14.24,54,27 marzo 2015,100 /100,GAME,05 abril 2019
375,Lego The Hobbit,Steam,20,1.01,95,11 abril 2014,85 /100,GAME,05 abril 2019
376,ARK: Scorched Earth - Expansion Pack,Steam,20,5.44,73, 1 septiembre 2016,? /100,DLC,05 abril 2019
377,Kingdom Come: Deliverance The Amorous Adventures of Bold Sir Hans Capon,Steam,10,3.48,65,16 octubre 2018,53 /100,DLC,05 abril 2019
378,Just Cause 4,Steam,60,20.98,65, 4 diciembre 2018,49 /100,GAME,05 abril 2019
379,Middle-Earth: Shadow of War (Europe),Steam,40,7.91,80, 9 octubre 2017,84 /100,GAME,05 abril 2019
380,Far Cry 3 (Europe),Uplay,20,6.99,65,28 noviembre 2012,88 /100,GAME,05 abril 2019
381,PlayStation Plus - Suscripción 90 días (España) (ES),Playstation,25,19.99,20,N/A,98 /100,GAME,05 abril 2019
382,Dragon Ball Xenoverse 2 Extra Pass,Steam,30,23.89,20,18 diciembre 2018,? /100,DLC,05 abril 2019
383,Little Nightmares,Steam,20,3.49,83,28 abril 2017,86 /100,GAME,05 abril 2019
384,Call of Duty 4: Modern Warfare,Steam,20,7.10,64,12 noviembre 2007,91 /100,GAME,05 abril 2019
385,Los Sims 4: De Acampada,Origin,20,12.49,38,13 enero 2015,68 /100,DLC,05 abril 2019
386,Wolfenstein: The Old Blood,Steam,20,3.67,82, 4 mayo 2015,87 /100,GAME,05 abril 2019
387,Gift Card 40€,Official Website,,40.00,/,N/A,99 /100,GAME,05 abril 2019
388,Middle-Earth: Shadow of Mordor GOTY,Steam,20,4.02,80,30 septiembre 2014,88 /100,GAME,05 abril 2019
389,Prison Architect,Steam,25,9.95,60, 6 octubre 2015,93 /100,GAME,05 abril 2019
390,The Sims 4: Spa Day,Origin,20,12.61,37,14 julio 2015,95 /100,DLC,05 abril 2019
391,Gauntlet,Steam,20,1.79,91,23 septiembre 2014,84 /100,GAME,05 abril 2019
392,Cities: Skylines - After Dark,Steam,15,6.09,59,24 septiembre 2015,85 /100,DLC,05 abril 2019
393,Los Sims 3: Criaturas Sobrenaturales l,Official Website,39,3.90,90, 6 septiembre 2012,87 /100,DLC,05 abril 2019
394,Crusader Kings II: Holy Fury,Steam,20,11.38,43,13 noviembre 2018,90 /100,DLC,05 abril 2019
395,Forza Horizon 4 Ultimate Edition (PC / Xbox One),Xbox Play Anywhere,100,84.89,15, 2 octubre 2018,89 /100,GAME,05 abril 2019
396,Alien: Isolation,Steam,37,5.24,86, 7 octubre 2014,87 /100,GAME,05 abril 2019
397,Dead Rising 4 (Europe),Steam,30,6.28,79,14 marzo 2017,68 /100,GAME,05 abril 2019
398,Total War: Rome II Spartan Edition,Steam,30,13.71,54, 3 septiembre 2013,90 /100,GAME,05 abril 2019
399,Star Wars Battlefront II (2005),Steam,8,4.02,51, 1 noviembre 2005,89 /100,GAME,05 abril 2019
400,WWE 2K19 (Europe),Steam,50,15.91,68, 9 octubre 2018,62 /100,GAME,05 abril 2019
401,Resident Evil 7 (Europe),Steam,30,6.90,77,24 enero 2017,88 /100,GAME,05 abril 2019
402,Grand Theft Auto IV: Episodes from Liberty City,Steam,15,3.19,79,12 abril 2010,73 /100,GAME,05 abril 2019
403,Grand Theft Auto Online: Bull Shark Cash Card,Rockstar,7,5.17,31,14 abril 2015,87 /100,DLC,05 abril 2019
404,NBA 2K19: 75.000 VC Xbox ONE,Xbox,20,14.99,25,11 septiembre 2018,? /100,DLC,05 abril 2019
405,The Elder Scrolls V: Skyrim VR,Steam,60,25.37,58, 2 abril 2018,94 /100,GAME,05 abril 2019
406,Rock of Ages 2: Bigger & Boulder,Steam,15,2.93,80,28 agosto 2017,60 /100,GAME,05 abril 2019
407,Metal Gear Solid V: The Phantom Pain,Steam,30,5.09,83, 1 septiembre 2015,88 /100,GAME,05 abril 2019
408,ARK: Aberration - Expansion Pack,Steam,20,6.93,65,12 diciembre 2017,100 /100,DLC,05 abril 2019
409,ARK: Extinction Expansion Pack,Steam,17,12.99,23, 6 noviembre 2018,? /100,DLC,05 abril 2019
410,Warhammer 40.000: Dawn of War III,Steam,40,6.12,85,27 abril 2017,69 /100,GAME,05 abril 2019
411,Sword Art Online: Hollow Realization Deluxe Edition,Steam,50,16.99,66,27 octubre 2017,78 /100,GAME,05 abril 2019
412,DiRT 4,Steam,55,8.49,85, 9 junio 2017,76 /100,GAME,05 abril 2019
413,Europa Universalis IV Extreme Edition,Steam,45,7.98,82,13 agosto 2013,85 /100,GAME,05 abril 2019
414,Torchlight 2,Steam,19,5.38,72,20 septiembre 2012,90 /100,GAME,05 abril 2019
415,Injustice 2 Legendary Edition,Steam,60,14.48,76,30 noviembre 2017,87 /100,GAME,05 abril 2019
416,Hitman GOTY Edition,Steam,,11.31,/,11 marzo 2016,79 /100,GAME,05 abril 2019
417,Playerunknown's Battlegrounds Xbox ONE,Xbox,30,8.34,72,21 diciembre 2017,83 /100,GAME,05 abril 2019
418,Grand Theft Auto IV,Steam,20,7.49,63, 2 diciembre 2008,76 /100,GAME,05 abril 2019
419,Rage,Steam,10,3.35,66, 3 octubre 2011,74 /100,GAME,05 abril 2019
420,Tarjeta PlayStation Network 25€ (España) (ES),Playstation,25,22.50,10,N/A,96 /100,GAME,05 abril 2019
421,Call of Duty: Advanced Warfare,Steam,60,5.66,91, 4 noviembre 2014,74 /100,GAME,05 abril 2019
422,American Truck Simulator: New Mexico DLC,Steam,12,4.82,60, 9 noviembre 2017,88 /100,DLC,05 abril 2019
423,Hearts of Iron IV: Together for Victory,Steam,15,5.07,66,15 diciembre 2016,89 /100,DLC,05 abril 2019
424,Xbox Game Pass 12 Months Xbox ONE,Xbox,120,69.99,42,22 noviembre 2016,99 /100,GAME,05 abril 2019
425,Steel Division: Normandy 44,Steam,40,7.00,82,23 mayo 2017,91 /100,GAME,05 abril 2019
426,Stellaris - Leviathans Story Pack,Steam,10,4.21,58,20 octubre 2016,83 /100,DLC,05 abril 2019
427,Dying Light: The Following,Steam,20,6.35,68, 9 febrero 2016,88 /100,DLC,05 abril 2019
428,Starbound,Steam,14,8.83,37, 4 diciembre 2013,83 /100,GAME,05 abril 2019
429,Counter-Strike: Global Offensive Prime Status Upgrade (Europe),Steam,13,12.89,3,21 agosto 2012,88 /100,GAME,05 abril 2019
430,Apex Legends: 2150 Apex Coins,Origin,20,18.98,5, 4 febrero 2019,? /100,DLC,05 abril 2019
431,Staxel,Steam,20,3.86,81,23 enero 2018,68 /100,GAME,05 abril 2019
432,Super Mario Odyssey Switch (Europe),Nintendo,60,47.99,20,27 octubre 2017,80 /100,GAME,05 abril 2019
433,Spintires: MudRunner,Steam,25,12.74,49,31 octubre 2017,81 /100,GAME,05 abril 2019
434,Star Wars: The Old Republic: 2400 Cartel Point (Europe),Official Website,17,14.49,15,20 diciembre 2011,86 /100,DLC,05 abril 2019
435,Grand Theft Auto Online: Whale Shark Cash Card Xbox ONE,Xbox,38,29.99,21,14 abril 2015,95 /100,DLC,05 abril 2019
436,Star Wars Empire at War: Gold Pack,Steam,17,5.49,67,16 febrero 2006,90 /100,GAME,05 abril 2019
437,Cities: Skylines - Snowfall,Steam,13,4.69,64,18 febrero 2016,95 /100,DLC,05 abril 2019
438,Los Sims 3: Triunfadores (Europe),Official Website,35,4.80,86, 3 junio 2010,85 /100,DLC,05 abril 2019
439,Dark Souls 1 Remastered,Steam,40,28.99,28,23 mayo 2018,85 /100,GAME,05 abril 2019
440,Assassin's Creed: Rogue,Uplay,20,5.98,70, 9 marzo 2015,85 /100,GAME,05 abril 2019
441,Assetto corsa - Japanese Pack,Steam,3,2.70,10,18 mayo 2016,? /100,DLC,05 abril 2019
442,Cities: Skylines - Industries Plus,Steam,18,11.39,37,23 octubre 2018,91 /100,DLC,05 abril 2019
443,Call of Duty: Black Ops Bundle,Steam,160,22.10,86,18 mayo 2018,100 /100,GAME,05 abril 2019
444,Tomb Raider,Steam,20,3.60,82, 5 marzo 2013,89 /100,GAME,05 abril 2019
445,Warhammer: Vermintide 2 - Shadows Over Bögenhafen,Steam,8,5.55,31,28 agosto 2018,? /100,DLC,05 abril 2019
446,Watch Dogs,Uplay,30,3.25,89,27 mayo 2014,78 /100,GAME,05 abril 2019
447,Construction Simulator 2015,Steam,15,5.41,64,18 noviembre 2014,69 /100,GAME,05 abril 2019
448,Warhammer: Vermintide 2 - Collector's Edition,Steam,42,13.79,67, 8 marzo 2018,87 /100,GAME,05 abril 2019
449,Crusader Kings II: The Old Gods (Europe),Steam,15,1.47,90,28 mayo 2013,97 /100,DLC,05 abril 2019
450,Darkest Dungeon,Steam,23,6.99,70,19 enero 2016,91 /100,GAME,05 abril 2019
451,Fallout 4: Season Pass,Steam,50,12.34,75,10 noviembre 2015,92 /100,DLC,05 abril 2019
452,Worms Ultimate Mayhem,Steam,13,1.81,86,28 septiembre 2011,83 /100,GAME,05 abril 2019
453,Warhammer 40.000: Space Marine,Steam,20,1.01,95, 6 septiembre 2011,81 /100,GAME,05 abril 2019
454,Hitman 2,Steam,60,17.07,72,13 noviembre 2018,86 /100,GAME,05 abril 2019
455,The Sims 4: Mi Primera Mascota Pack de Accesorios,Origin,10,9.00,10,13 marzo 2018,70 /100,DLC,05 abril 2019
456,Simcity: Ciudades del Mañana,Origin,40,5.54,86,14 noviembre 2013,81 /100,DLC,05 abril 2019
457,Plague Inc: Evolved,Steam,15,7.00,53,18 febrero 2016,68 /100,GAME,05 abril 2019
458,Spec Ops: The Line (Europe),Steam,20,1.60,92,29 junio 2012,82 /100,GAME,05 abril 2019
459,Total War: Warhammer - Norsca,Steam,10,5.49,45,10 agosto 2017,88 /100,DLC,05 abril 2019
460,Dragon's Dogma: Dark Arisen (Europe),Steam,30,6.46,78,15 enero 2016,84 /100,GAME,05 abril 2019
461,Nintendo Membership 3 Month (Individual) (Europe),Nintendo,8,6.99,13,19 septiembre 2018,88 /100,GAME,05 abril 2019
462,Injustice 2,Steam,50,5.63,89,14 noviembre 2017,87 /100,GAME,05 abril 2019
463,Forza Horizon 4 Car Pass (PC / Xbox ONE),Xbox Play Anywhere,30,24.99,17,10 febrero 2018,? /100,DLC,05 abril 2019
464,Grand Theft Auto: San Andreas,Steam,10,7.64,24, 6 junio 2005,85 /100,GAME,05 abril 2019
465,Soulcalibur VI,Steam,60,23.99,60,19 octubre 2018,87 /100,GAME,05 abril 2019
466,Kingdom Come: Deliverance Special Edition,Steam,50,28.47,43,13 febrero 2018,83 /100,GAME,05 abril 2019
467,Los Sims 3: Hacia el Futuro,Official Website,40,3.98,90,24 octubre 2013,92 /100,DLC,05 abril 2019
468,Minecraft Xbox ONE,Xbox,24,13.89,42,19 noviembre 2011,89 /100,GAME,05 abril 2019
469,Jalopy,Steam,12,4.29,66,22 septiembre 2017,70 /100,GAME,05 abril 2019
470,Hearts of Iron IV: Death or Dishonor,Steam,10,4.39,56,14 junio 2017,83 /100,DLC,05 abril 2019
471,Tales of Berseria,Steam,50,6.70,87,26 enero 2017,93 /100,GAME,05 abril 2019
472,The Sims 4: Bundle Pack 2,Origin,40,18.06,55,22 octubre 2015,92 /100,DLC,05 abril 2019
473,Street Fighter V,Steam,20,9.34,53,16 febrero 2016,70 /100,GAME,05 abril 2019
474,Stronghold Crusader 2,STEAM,30,3.78,87,22 septiembre 2014,78 /100,GAME,05 abril 2019
475,Ghost Recon: Wildlands Xbox ONE,Xbox,50,19.99,60, 6 marzo 2017,83 /100,GAME,05 abril 2019
476,Grand Theft Auto: The Trilogy,Steam,10,6.89,31, 7 enero 2011,100 /100,GAME,05 abril 2019
477,Batman: Arkham Asylum GOTY (Europe),Steam,20,2.59,87,26 marzo 2010,90 /100,GAME,05 abril 2019
478,Metal Gear Solid V: Ground Zeroes,Steam,20,1.77,91,18 diciembre 2014,79 /100,GAME,05 abril 2019
479,"Pokémon: Let's Go, Pikachu! Switch (Europe)",Nintendo,60,47.99,20,16 noviembre 2018,83 /100,GAME,05 abril 2019
480,Company of Heroes 2,Steam,20,3.33,83,25 junio 2013,87 /100,GAME,05 abril 2019
481,Arma 3: Anniversary Edition (Europe),Steam,60,30.15,50,15 noviembre 2017,87 /100,GAME,05 abril 2019
482,The Surge,Steam,50,4.32,91,16 mayo 2017,87 /100,GAME,05 abril 2019
483,Darksiders II Deathinitive Edition,Steam,30,3.99,87, 5 noviembre 2015,88 /100,GAME,05 abril 2019
484,Cities: Skylines - Mass Transit,Steam,13,6.22,52,18 mayo 2017,92 /100,DLC,05 abril 2019
485,SpellForce 3,Steam,50,15.98,68, 7 diciembre 2017,86 /100,GAME,05 abril 2019
486,Portal Knights,Steam,20,6.54,67,25 febrero 2016,82 /100,GAME,05 abril 2019
487,Lego Star Wars: The Complete Saga,Steam,17,6.90,59,12 noviembre 2009,88 /100,GAME,05 abril 2019
488,Elite: Dangerous,Steam,25,14.08,44, 2 abril 2015,96 /100,GAME,05 abril 2019
489,Ryse: Son of Rome,Steam,15,4.43,70,10 octubre 2014,75 /100,GAME,05 abril 2019
